Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSTO
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MLI,Sub-Saharan Africa,Low income,23.4106063842773
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MMR,East Asia & Pacific,Lower middle income,50.6194763183594
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MNG,East Asia & Pacific,Lower middle income,79.5056991577148
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MNP,East Asia & Pacific,High income,100
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MOZ,Sub-Saharan Africa,Low income,13.5712242126465
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MRT,Sub-Saharan Africa,Lower middle income,30
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MUS,Sub-Saharan Africa,Upper middle income,98.9797210693359
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MWI,Sub-Saharan Africa,Low income,7.87589836120605
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,MYS,East Asia & Pacific,Upper middle income,99.1983642578125
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NAM,Sub-Saharan Africa,Upper middle income,42.651050567627
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NCL,East Asia & Pacific,High income,100
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NER,Sub-Saharan Africa,Low income,11.8148918151855
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NGA,Sub-Saharan Africa,Lower middle income,50.2999992370605
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NIC,Latin America & Caribbean,Lower middle income,77.0396118164063
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NLD,Europe & Central Asia,High income,100
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NOR,Europe & Central Asia,High income,100
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NPL,South Asia,Lower middle income,56.3619804382324
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NRU,East Asia & Pacific,High income,99.1862487792969
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,NZL,East Asia & Pacific,High income,100
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,OMN,Middle East & North Africa,High income,100
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PAK,South Asia,Lower middle income,70.6388626098633
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PAN,Latin America & Caribbean,High income,86.6428375244141
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PER,Latin America & Caribbean,Upper middle income,84.6783447265625
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PHL,East Asia & Pacific,Lower middle income,83.3000030517578
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PLW,East Asia & Pacific,Upper middle income,98.5662231445313
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PNG,East Asia & Pacific,Lower middle income,25.9391860961914
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,POL,Europe & Central Asia,High income,100
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PRI,Latin America & Caribbean,High income,100
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PRK,East Asia & Pacific,Low income,
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PRT,Europe & Central Asia,High income,100
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PRY,Latin America & Caribbean,Upper middle income,96.6778945922852
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PSE,Middle East & North Africa,Lower middle income,99.8000030517578
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,PYF,East Asia & Pacific,High income,100
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,QAT,Middle East & North Africa,High income,100
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,ROU,Europe & Central Asia,High income,100
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,RUS,Europe & Central Asia,Upper middle income,100
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,RWA,Sub-Saharan Africa,Low income,6
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SAU,Middle East & North Africa,High income,100
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SDN,Sub-Saharan Africa,Low income,19.9699993133545
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SEN,Sub-Saharan Africa,Lower middle income,49.9726524353027
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SLB,East Asia & Pacific,Lower middle income,28.1034965515137
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SLE,Sub-Saharan Africa,Low income,12.1000003814697
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SLV,Latin America & Caribbean,Lower middle income,91.0002288818359
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SOM,Sub-Saharan Africa,Low income,22.7102298736572
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SRB,Europe & Central Asia,Upper middle income,100
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SSD,Sub-Saharan Africa,Low income,1.42722380161285
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,STP,Sub-Saharan Africa,Lower middle income,59.1375579833984
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SUR,Latin America & Caribbean,Upper middle income,94.639274597168
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SWZ,Sub-Saharan Africa,Lower middle income,42.5985412597656
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SXM,Latin America & Caribbean,High income,99.9841156005859
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SYC,Sub-Saharan Africa,High income,96.509521484375
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,SYR,Middle East & North Africa,Low income,91.2848663330078
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TCA,Latin America & Caribbean,High income,96.8977661132813
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TCD,Sub-Saharan Africa,Low income,5.87855625152588
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TGO,Sub-Saharan Africa,Low income,31.8417263031006
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,THA,East Asia & Pacific,Upper middle income,94.8271713256836
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TJK,Europe & Central Asia,Lower middle income,98.624137878418
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TKM,Europe & Central Asia,Upper middle income,99.5971374511719
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TLS,East Asia & Pacific,Lower middle income,43.0271644592285
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TON,East Asia & Pacific,Upper middle income,91.2194290161133
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TTO,Latin America & Caribbean,High income,100
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TUN,Middle East & North Africa,Lower middle income,99.4000015258789
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TUR,Europe & Central Asia,Upper middle income,99.880859375
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TUV,East Asia & Pacific,Upper middle income,96.1926803588867
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,TZA,Sub-Saharan Africa,Lower middle income,11.5
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,UGA,Sub-Saharan Africa,Low income,15.8928136825562
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,URY,Latin America & Caribbean,High income,98.7843551635742
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,USA,North America,High income,100
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,UZB,Europe & Central Asia,Lower middle income,99.8087463378906
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,VCT,Latin America & Caribbean,Upper middle income,90.1783294677734
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,VGB,Latin America & Caribbean,High income,98.2145156860352
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,VNM,East Asia & Pacific,Lower middle income,93.9817123413086
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,VUT,East Asia & Pacific,Lower middle income,36.4703025817871
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,WSM,East Asia & Pacific,Lower middle income,98.0999984741211
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,YEM,Middle East & North Africa,Low income,58.3399314880371
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,ZAF,Sub-Saharan Africa,Upper middle income,81.9000015258789
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,ZMB,Sub-Saharan Africa,Low income,25.6954288482666
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2008.0,ZWE,Sub-Saharan Africa,Lower middle income,37.7193450927734
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,AFG,South Asia,Low income,46.7400512695313
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,AGO,Sub-Saharan Africa,Lower middle income,33.802188873291
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ARG,Latin America & Caribbean,Upper middle income,97.7506561279297
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ARM,Europe & Central Asia,Upper middle income,99.2275009155273
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ATG,Latin America & Caribbean,High income,98.4812774658203
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,AZE,Europe & Central Asia,Upper middle income,99.8542251586914
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BDI,Sub-Saharan Africa,Low income,5.39901685714722
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BEN,Sub-Saharan Africa,Lower middle income,29.9751510620117
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BFA,Sub-Saharan Africa,Low income,12.6300001144409
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BGD,South Asia,Lower middle income,57.56884765625
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BLZ,Latin America & Caribbean,Upper middle income,86.8454284667969
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BMU,North America,High income,100
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BOL,Latin America & Caribbean,Lower middle income,86.7655944824219
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BRA,Latin America & Caribbean,Upper middle income,98.8569412231445
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BTN,South Asia,Lower middle income,71.5038986206055
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,BWA,Sub-Saharan Africa,Upper middle income,43.3600006103516
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CAF,Sub-Saharan Africa,Low income,9.25287532806396
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CAN,North America,High income,100
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CHL,Latin America & Caribbean,High income,99.5936584472656
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CHN,East Asia & Pacific,Upper middle income,99.2089004516602
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CIV,Sub-Saharan Africa,Lower middle income,57.3151054382324
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CMR,Sub-Saharan Africa,Lower middle income,51.6441535949707
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,COD,Sub-Saharan Africa,Low income,12.1150150299072
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,COG,Sub-Saharan Africa,Lower middle income,37.0999984741211
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,COL,Latin America & Caribbean,Upper middle income,96.0572280883789
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,COM,Sub-Saharan Africa,Lower middle income,60.3732833862305
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CPV,Sub-Saharan Africa,Lower middle income,74.0031890869141
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CRI,Latin America & Caribbean,Upper middle income,99.4098052978516
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CUB,Latin America & Caribbean,Upper middle income,97.3830947875977
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CUW,Latin America & Caribbean,High income,99.9549026489258
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,DJI,Middle East & North Africa,Lower middle income,56.1747894287109
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,DMA,Latin America & Caribbean,Upper middle income,92.8265686035156
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,DOM,Latin America & Caribbean,Upper middle income,97.8577575683594
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,DZA,Middle East & North Africa,Lower middle income,98.8451843261719
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ECU,Latin America & Caribbean,Upper middle income,96.4708633422852
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,EGY,Middle East & North Africa,Lower middle income,98.8697128295898
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ERI,Sub-Saharan Africa,Low income,39.0650978088379
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ETH,Sub-Saharan Africa,Low income,23.6900386810303
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,FJI,East Asia & Pacific,Upper middle income,87.1348648071289
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,FSM,East Asia & Pacific,Lower middle income,62.4268074035645
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GAB,Sub-Saharan Africa,Upper middle income,82.7426986694336
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GHA,Sub-Saharan Africa,Lower middle income,60.990779876709
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GIN,Sub-Saharan Africa,Low income,26.6495265960693
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GMB,Sub-Saharan Africa,Low income,43.039192199707
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GNB,Sub-Saharan Africa,Low income,4.69999980926514
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GNQ,Sub-Saharan Africa,Upper middle income,65.5923614501953
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GRD,Latin America & Caribbean,Upper middle income,88.9352569580078
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GTM,Latin America & Caribbean,Upper middle income,83.0785293579102
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,GUY,Latin America & Caribbean,Upper middle income,77.5999984741211
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,HND,Latin America & Caribbean,Lower middle income,78.2696838378906
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,HTI,Latin America & Caribbean,Lower middle income,36.5422210693359
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,IDN,East Asia & Pacific,Lower middle income,93.5500030517578
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,IMN,Europe & Central Asia,High income,100
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,IND,South Asia,Lower middle income,75
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,IRN,Middle East & North Africa,Lower middle income,99.7099990844727
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,IRQ,Middle East & North Africa,Upper middle income,98.1198806762695
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,JAM,Latin America & Caribbean,Upper middle income,91.0267791748047
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,JOR,Middle East & North Africa,Upper middle income,99.4000015258789
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KAZ,Europe & Central Asia,Upper middle income,100
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KEN,Sub-Saharan Africa,Lower middle income,23
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KGZ,Europe & Central Asia,Lower middle income,99.5
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KHM,East Asia & Pacific,Lower middle income,43.1121520996094
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KIR,East Asia & Pacific,Lower middle income,64.1900024414063
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KNA,Latin America & Caribbean,High income,97.5912246704102
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LAO,East Asia & Pacific,Lower middle income,67.3593978881836
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LBN,Middle East & North Africa,Lower middle income,99.234489440918
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LBR,Sub-Saharan Africa,Low income,1.89999997615814
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LBY,Middle East & North Africa,Upper middle income,83.3463592529297
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LCA,Latin America & Caribbean,Upper middle income,93.7185668945313
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LKA,South Asia,Lower middle income,87.0899963378906
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LSO,Sub-Saharan Africa,Lower middle income,17
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2009.0,MAC,East Asia & Pacific,High income,100
