Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSUR
Estonia,EST,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ETH,Sub-Saharan Africa,Low income,84.0926361083984
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,FJI,East Asia & Pacific,Upper middle income,96.4700012207031
France,FRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,FSM,East Asia & Pacific,Lower middle income,81.0188827514648
Gabon,GAB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GAB,Sub-Saharan Africa,Upper middle income,93.8855056762695
United Kingdom,GBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GHA,Sub-Saharan Africa,Lower middle income,84.8000030517578
Gibraltar,GIB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GIN,Sub-Saharan Africa,Low income,68.5667877197266
"Gambia, The",GMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GMB,Sub-Saharan Africa,Low income,61.5433349609375
Guinea-Bissau,GNB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GNB,Sub-Saharan Africa,Low income,26.2369117736816
Equatorial Guinea,GNQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GNQ,Sub-Saharan Africa,Upper middle income,92.9547958374023
Greece,GRC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GTM,Latin America & Caribbean,Upper middle income,94.6499938964844
Guam,GUM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,GUY,Latin America & Caribbean,Upper middle income,88.3743591308594
"Hong Kong SAR, China",HKG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,HND,Latin America & Caribbean,Lower middle income,97.9606475830078
Croatia,HRV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,HTI,Latin America & Caribbean,Lower middle income,70.375732421875
Hungary,HUN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,IDN,East Asia & Pacific,Lower middle income,97.5995101928711
Isle of Man,IMN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,IMN,Europe & Central Asia,High income,100
India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,IND,South Asia,Lower middle income,93.2591781616211
Ireland,IRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,IRN,Middle East & North Africa,Lower middle income,99.8211517333984
Iraq,IRQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,IRQ,Middle East & North Africa,Upper middle income,99.5015258789063
Iceland,ISL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,JAM,Latin America & Caribbean,Upper middle income,99.5
Jordan,JOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,JOR,Middle East & North Africa,Upper middle income,100
Japan,JPN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KAZ,Europe & Central Asia,Upper middle income,100
Kenya,KEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KEN,Sub-Saharan Africa,Lower middle income,63.8694686889648
Kyrgyz Republic,KGZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KGZ,Europe & Central Asia,Lower middle income,99.379997253418
Cambodia,KHM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KHM,East Asia & Pacific,Lower middle income,87
Kiribati,KIR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KIR,East Asia & Pacific,Lower middle income,90.7102890014648
St. Kitts and Nevis,KNA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KNA,Latin America & Caribbean,High income,99.5527038574219
"Korea, Rep.",KOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LAO,East Asia & Pacific,Lower middle income,99
Lebanon,LBN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LBN,Middle East & North Africa,Lower middle income,100
Liberia,LBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LBR,Sub-Saharan Africa,Low income,3.42975687980652
Libya,LBY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LBY,Middle East & North Africa,Upper middle income,100
St. Lucia,LCA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LCA,Latin America & Caribbean,Upper middle income,94.8377380371094
Liechtenstein,LIE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LKA,South Asia,Lower middle income,94.2803344726563
Lesotho,LSO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LSO,Sub-Saharan Africa,Lower middle income,39.8469009399414
Lithuania,LTU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MAC,East Asia & Pacific,High income,100
St. Martin (French part),MAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MAF,Latin America & Caribbean,High income,99.6634902954102
Morocco,MAR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MAR,Middle East & North Africa,Lower middle income,96.0369415283203
Monaco,MCO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MDA,Europe & Central Asia,Upper middle income,100
Madagascar,MDG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MDG,Sub-Saharan Africa,Low income,56.2252235412598
Maldives,MDV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MDV,South Asia,Upper middle income,99.450080871582
Mexico,MEX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MEX,Latin America & Caribbean,Upper middle income,99.7259521484375
Marshall Islands,MHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MHL,East Asia & Pacific,Upper middle income,91.6540298461914
North Macedonia,MKD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MKD,Europe & Central Asia,Upper middle income,99.1900024414063
Mali,MLI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MLI,Sub-Saharan Africa,Low income,57.6627616882324
Malta,MLT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MMR,East Asia & Pacific,Lower middle income,86.4351119995117
Montenegro,MNE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MNG,East Asia & Pacific,Lower middle income,97.4672317504883
Northern Mariana Islands,MNP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MNP,East Asia & Pacific,High income,100
Mozambique,MOZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MOZ,Sub-Saharan Africa,Low income,38.8888893127441
Mauritania,MRT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MRT,Sub-Saharan Africa,Lower middle income,62.1671981811523
Mauritius,MUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MUS,Sub-Saharan Africa,Upper middle income,99.6037750244141
Malawi,MWI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MWI,Sub-Saharan Africa,Low income,35.4886703491211
Malaysia,MYS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,MYS,East Asia & Pacific,Upper middle income,99.5339889526367
Namibia,NAM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NAM,Sub-Saharan Africa,Upper middle income,72.6143035888672
New Caledonia,NCL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NCL,East Asia & Pacific,High income,100
Niger,NER,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NER,Sub-Saharan Africa,Low income,49.217700958252
Nigeria,NGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NGA,Sub-Saharan Africa,Lower middle income,84.8000030517578
Nicaragua,NIC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NIC,Latin America & Caribbean,Lower middle income,96.1114349365234
Netherlands,NLD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NLD,Europe & Central Asia,High income,100
Norway,NOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NOR,Europe & Central Asia,High income,100
Nepal,NPL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NPL,South Asia,Lower middle income,89.9158401489258
Nauru,NRU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NRU,East Asia & Pacific,High income,98.0165481567383
New Zealand,NZL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,NZL,East Asia & Pacific,High income,100
Oman,OMN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,OMN,Middle East & North Africa,High income,100
Pakistan,PAK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PAK,South Asia,Lower middle income,96.2848739624023
Panama,PAN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PAN,Latin America & Caribbean,High income,97.9190368652344
Peru,PER,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PER,Latin America & Caribbean,Upper middle income,97.0411682128906
Philippines,PHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PHL,East Asia & Pacific,Lower middle income,93.6999969482422
Palau,PLW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PLW,East Asia & Pacific,Upper middle income,99.2620239257813
Papua New Guinea,PNG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PNG,East Asia & Pacific,Lower middle income,69.886360168457
Poland,POL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,POL,Europe & Central Asia,High income,100
Puerto Rico,PRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PRI,Latin America & Caribbean,High income,100
"Korea, Dem. People's Rep.",PRK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PRK,East Asia & Pacific,Low income,
Portugal,PRT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PRT,Europe & Central Asia,High income,100
Paraguay,PRY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PRY,Latin America & Caribbean,Upper middle income,99.0090484619141
West Bank and Gaza,PSE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PSE,Middle East & North Africa,Lower middle income,99.9000015258789
French Polynesia,PYF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,PYF,East Asia & Pacific,High income,100
Qatar,QAT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,QAT,Middle East & North Africa,High income,100
Romania,ROU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ROU,Europe & Central Asia,High income,100
Russian Federation,RUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,RUS,Europe & Central Asia,Upper middle income,100
Rwanda,RWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,RWA,Sub-Saharan Africa,Low income,28.1000003814697
Saudi Arabia,SAU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SAU,Middle East & North Africa,High income,100
Sudan,SDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SDN,Sub-Saharan Africa,Low income,45.75
Senegal,SEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SEN,Sub-Saharan Africa,Lower middle income,81.3750915527344
Singapore,SGP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SGP,East Asia & Pacific,High income,100
Solomon Islands,SLB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SLB,East Asia & Pacific,Lower middle income,63.9725074768066
Sierra Leone,SLE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SLE,Sub-Saharan Africa,Low income,33.0999984741211
El Salvador,SLV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SLV,Latin America & Caribbean,Lower middle income,96.485466003418
San Marino,SMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SMR,Europe & Central Asia,High income,100
Somalia,SOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SOM,Sub-Saharan Africa,Low income,40.7793388366699
Serbia,SRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SRB,Europe & Central Asia,Upper middle income,100
South Sudan,SSD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SSD,Sub-Saharan Africa,Low income,9.7746696472168
Sao Tome and Principe,STP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,STP,Sub-Saharan Africa,Lower middle income,68.3379974365234
Suriname,SUR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SUR,Latin America & Caribbean,Upper middle income,97.7453079223633
Slovak Republic,SVK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SVK,Europe & Central Asia,High income,100
Slovenia,SVN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SWZ,Sub-Saharan Africa,Lower middle income,67.9147262573242
Sint Maarten (Dutch part),SXM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SXM,Latin America & Caribbean,High income,99.6634902954102
Seychelles,SYC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SYC,Sub-Saharan Africa,High income,99.2968444824219
Syrian Arab Republic,SYR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,SYR,Middle East & North Africa,Low income,99.9667816162109
Turks and Caicos Islands,TCA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TCA,Latin America & Caribbean,High income,99.7495956420898
Chad,TCD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TCD,Sub-Saharan Africa,Low income,19.5750885009766
Togo,TGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TGO,Sub-Saharan Africa,Low income,64.7203521728516
Thailand,THA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,THA,East Asia & Pacific,Upper middle income,99.5149459838867
Tajikistan,TJK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TJK,Europe & Central Asia,Lower middle income,99.3783645629883
Turkmenistan,TKM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TKM,Europe & Central Asia,Upper middle income,99.722282409668
Timor-Leste,TLS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TLS,East Asia & Pacific,Lower middle income,82.6303787231445
Tonga,TON,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TON,East Asia & Pacific,Upper middle income,97.4530029296875
Trinidad and Tobago,TTO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TTO,Latin America & Caribbean,High income,100
Tunisia,TUN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TUN,Middle East & North Africa,Lower middle income,99.7339248657227
Turkiye,TUR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TUR,Europe & Central Asia,Upper middle income,99.6089935302734
Tuvalu,TUV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TUV,East Asia & Pacific,Upper middle income,97.573371887207
Tanzania,TZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,TZA,Sub-Saharan Africa,Lower middle income,40.0999984741211
Uganda,UGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,UGA,Sub-Saharan Africa,Low income,49.8795967102051
Ukraine,UKR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,URY,Latin America & Caribbean,High income,99.4728393554688
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,USA,North America,High income,100
Uzbekistan,UZB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,UZB,Europe & Central Asia,Lower middle income,100
St. Vincent and the Grenadines,VCT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,VCT,Latin America & Caribbean,Upper middle income,91.4365463256836
British Virgin Islands,VGB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,VGB,Latin America & Caribbean,High income,98.5613327026367
Virgin Islands (U.S.),VIR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,VNM,East Asia & Pacific,Lower middle income,99.4447402954102
Vanuatu,VUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,VUT,East Asia & Pacific,Lower middle income,83.3275299072266
Samoa,WSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,WSM,East Asia & Pacific,Lower middle income,98.1999969482422
Kosovo,XKX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,YEM,Middle East & North Africa,Low income,92.2613220214844
South Africa,ZAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ZAF,Sub-Saharan Africa,Upper middle income,86.7413101196289
Zambia,ZMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ZMB,Sub-Saharan Africa,Low income,55.2105369567871
Zimbabwe,ZWE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2008.0,ZWE,Sub-Saharan Africa,Lower middle income,85.2444229125977
Aruba,ABW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,AFG,South Asia,Low income,85.7244720458984
Angola,AGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,AGO,Sub-Saharan Africa,Lower middle income,57.6760940551758
Albania,ALB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ARG,Latin America & Caribbean,Upper middle income,98.3376083374023
Armenia,ARM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ARM,Europe & Central Asia,Upper middle income,99.4770889282227
American Samoa,ASM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,ATG,Latin America & Caribbean,High income,99.9451599121094
Australia,AUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,AZE,Europe & Central Asia,Upper middle income,99.9008560180664
Burundi,BDI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BDI,Sub-Saharan Africa,Low income,52.2471771240234
Belgium,BEL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BEN,Sub-Saharan Africa,Lower middle income,55.7307014465332
Burkina Faso,BFA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BFA,Sub-Saharan Africa,Low income,44.4099998474121
Bangladesh,BGD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BGD,South Asia,Lower middle income,86.3701171875
Bulgaria,BGR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2009.0,BLZ,Latin America & Caribbean,Upper middle income,96.6506729125977
