Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECLOSS
Antigua and Barbuda,ATG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ATG,Latin America & Caribbean,High income,
Australia,AUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,AUS,East Asia & Pacific,High income,6.01615777495175
Austria,AUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,AUT,Europe & Central Asia,High income,5.22173740579135
Azerbaijan,AZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,AZE,Europe & Central Asia,Upper middle income,15.7092506980363
Burundi,BDI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BDI,Sub-Saharan Africa,Low income,
Belgium,BEL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BEL,Europe & Central Asia,High income,4.64308564116626
Benin,BEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BEN,Sub-Saharan Africa,Lower middle income,56.8181818181818
Burkina Faso,BFA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BFA,Sub-Saharan Africa,Low income,
Bangladesh,BGD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BGD,South Asia,Lower middle income,5.16690856313498
Bulgaria,BGR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BGR,Europe & Central Asia,Upper middle income,10.9276381675478
Bahrain,BHR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BHR,Middle East & North Africa,High income,1.87784783909421
"Bahamas, The",BHS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BHS,Latin America & Caribbean,High income,
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BIH,Europe & Central Asia,Upper middle income,18.8221317040054
Belarus,BLR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BLR,Europe & Central Asia,Upper middle income,11.7000219925225
Belize,BLZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BLZ,Latin America & Caribbean,Upper middle income,
Bermuda,BMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BMU,North America,High income,
Bolivia,BOL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BOL,Latin America & Caribbean,Lower middle income,10.2023020579002
Brazil,BRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BRA,Latin America & Caribbean,Upper middle income,16.1409601771999
Barbados,BRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BRB,Latin America & Caribbean,High income,
Brunei Darussalam,BRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BRN,East Asia & Pacific,High income,4.860088365243
Bhutan,BTN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BTN,South Asia,Lower middle income,
Botswana,BWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,BWA,Sub-Saharan Africa,Upper middle income,41.4251207729469
Central African Republic,CAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CAF,Sub-Saharan Africa,Low income,
Canada,CAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CAN,North America,High income,7.46534820421533
Switzerland,CHE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CHE,Europe & Central Asia,High income,6.35470130495643
Channel Islands,CHI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CHI,Europe & Central Asia,High income,
Chile,CHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CHL,Latin America & Caribbean,High income,8.43459980515818
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CHN,East Asia & Pacific,Upper middle income,6.28227278405992
Cote d'Ivoire,CIV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CIV,Sub-Saharan Africa,Lower middle income,22.5892381459776
Cameroon,CMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CMR,Sub-Saharan Africa,Lower middle income,9.34579439252336
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,COD,Sub-Saharan Africa,Low income,5.12560263892413
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,COG,Sub-Saharan Africa,Lower middle income,
Colombia,COL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,COL,Latin America & Caribbean,Upper middle income,20.186875271621
Comoros,COM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,COM,Sub-Saharan Africa,Lower middle income,
Cabo Verde,CPV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CPV,Sub-Saharan Africa,Lower middle income,
Costa Rica,CRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CRI,Latin America & Caribbean,Upper middle income,10.0331491712707
Cuba,CUB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CUB,Latin America & Caribbean,Upper middle income,16.8520199727644
Curacao,CUW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CUW,Latin America & Caribbean,High income,
Cayman Islands,CYM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CYM,Latin America & Caribbean,High income,
Cyprus,CYP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CYP,Europe & Central Asia,High income,4.41387805378772
Czech Republic,CZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,CZE,Europe & Central Asia,High income,5.60024611458001
Germany,DEU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,DEU,Europe & Central Asia,High income,4.62580267429217
Djibouti,DJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,DJI,Middle East & North Africa,Lower middle income,
Dominica,DMA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,DNK,Europe & Central Asia,High income,4.9521823176315
Dominican Republic,DOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,DOM,Latin America & Caribbean,Upper middle income,11.0408204035427
Algeria,DZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,DZA,Middle East & North Africa,Lower middle income,17.8702010968921
Ecuador,ECU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ECU,Latin America & Caribbean,Upper middle income,21.8238455900318
"Egypt, Arab Rep.",EGY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,EGY,Middle East & North Africa,Lower middle income,10.4843801197165
Eritrea,ERI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ERI,Sub-Saharan Africa,Low income,14.9305555555556
Spain,ESP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ESP,Europe & Central Asia,High income,8.44191771109764
Estonia,EST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,EST,Europe & Central Asia,High income,11.1074651353569
Ethiopia,ETH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ETH,Sub-Saharan Africa,Low income,10.0084578517057
Finland,FIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,FIN,Europe & Central Asia,High income,3.74546125915441
Fiji,FJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,FJI,East Asia & Pacific,Upper middle income,
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,FRA,Europe & Central Asia,High income,5.60750813286458
Faroe Islands,FRO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,FRO,Europe & Central Asia,High income,
"Micronesia, Fed. Sts.",FSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,FSM,East Asia & Pacific,Lower middle income,
Gabon,GAB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GAB,Sub-Saharan Africa,Upper middle income,17.6470588235294
United Kingdom,GBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GBR,Europe & Central Asia,High income,7.0819475228452
Georgia,GEO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GEO,Europe & Central Asia,Upper middle income,12.8420547287566
Ghana,GHA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GHA,Sub-Saharan Africa,Lower middle income,23.3018056749785
Gibraltar,GIB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GIB,Europe & Central Asia,High income,3.2258064516129
Guinea,GIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GIN,Sub-Saharan Africa,Low income,
"Gambia, The",GMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GMB,Sub-Saharan Africa,Low income,
Guinea-Bissau,GNB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GNB,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GNQ,Sub-Saharan Africa,Upper middle income,
Greece,GRC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GRC,Europe & Central Asia,High income,7.74983655180112
Grenada,GRD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GRL,Europe & Central Asia,High income,
Guatemala,GTM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GTM,Latin America & Caribbean,Upper middle income,13.544997715852
Guam,GUM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GUM,East Asia & Pacific,High income,
Guyana,GUY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,GUY,Latin America & Caribbean,Upper middle income,
"Hong Kong SAR, China",HKG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,HKG,East Asia & Pacific,High income,12.885089340727
Honduras,HND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,HND,Latin America & Caribbean,Lower middle income,21.5627466456196
Croatia,HRV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,HRV,Europe & Central Asia,High income,16.1498605021921
Haiti,HTI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,HTI,Latin America & Caribbean,Lower middle income,48.2905982905983
Hungary,HUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,HUN,Europe & Central Asia,High income,9.90740740740741
Indonesia,IDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,IDN,East Asia & Pacific,Lower middle income,10.7202903954246
Isle of Man,IMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,IMN,Europe & Central Asia,High income,
India,IND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,IND,South Asia,Lower middle income,22.7685070844611
Ireland,IRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,IRL,Europe & Central Asia,High income,7.79976299062736
"Iran, Islamic Rep.",IRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,IRN,Middle East & North Africa,Lower middle income,18.9787534438638
Iraq,IRQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,IRQ,Middle East & North Africa,Upper middle income,40.9332972289918
Iceland,ISL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ISL,Europe & Central Asia,High income,4.1329214327461
Israel,ISR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ISR,Middle East & North Africa,High income,2.65281082688876
Italy,ITA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ITA,Europe & Central Asia,High income,6.80548435867654
Jamaica,JAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,JAM,Latin America & Caribbean,Upper middle income,11.0406937958639
Jordan,JOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,JOR,Middle East & North Africa,Upper middle income,14.3758172448273
Japan,JPN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,JPN,East Asia & Pacific,High income,4.22474520870994
Kazakhstan,KAZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KAZ,Europe & Central Asia,Upper middle income,9.38797357633359
Kenya,KEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KEN,Sub-Saharan Africa,Lower middle income,16.3914184287699
Kyrgyz Republic,KGZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KGZ,Europe & Central Asia,Lower middle income,30.9035738368173
Cambodia,KHM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KHM,East Asia & Pacific,Lower middle income,14.4772117962466
Kiribati,KIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KOR,East Asia & Pacific,High income,3.60291614327139
Kuwait,KWT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,KWT,Middle East & North Africa,High income,12.2064283223596
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LBN,Middle East & North Africa,Lower middle income,13.1449937681762
Liberia,LBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LBY,Middle East & North Africa,Upper middle income,13.5168102462453
St. Lucia,LCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LKA,South Asia,Lower middle income,15.7660842339158
Lesotho,LSO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LTU,Europe & Central Asia,High income,8.29992576095026
Luxembourg,LUX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LUX,Europe & Central Asia,High income,3.56138706654171
Latvia,LVA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,LVA,Europe & Central Asia,High income,16.7260532383148
"Macao SAR, China",MAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MAR,Middle East & North Africa,Lower middle income,7.37297079961803
Monaco,MCO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MDA,Europe & Central Asia,Upper middle income,28.716559431087
Madagascar,MDG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MEX,Latin America & Caribbean,Upper middle income,15.2688561174945
Marshall Islands,MHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MKD,Europe & Central Asia,Upper middle income,23.2225300092336
Mali,MLI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MLT,Middle East & North Africa,High income,13.6759581881533
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MMR,East Asia & Pacific,Lower middle income,30.6297859040475
Montenegro,MNE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MNE,Europe & Central Asia,Upper middle income,32.089552238806
Mongolia,MNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MNG,East Asia & Pacific,Lower middle income,11.9427181842745
Northern Mariana Islands,MNP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MOZ,Sub-Saharan Africa,Low income,14.499875590943
Mauritania,MRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MRT,Sub-Saharan Africa,Lower middle income,
Mauritius,MUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MUS,Sub-Saharan Africa,Upper middle income,8.64097363083164
Malawi,MWI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MWI,Sub-Saharan Africa,Low income,
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,MYS,East Asia & Pacific,Upper middle income,7.99971286763198
Namibia,NAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NAM,Sub-Saharan Africa,Upper middle income,22.7157360406091
New Caledonia,NCL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NCL,East Asia & Pacific,High income,
Niger,NER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NER,Sub-Saharan Africa,Low income,43.75
Nigeria,NGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NGA,Sub-Saharan Africa,Lower middle income,11.5327704761076
Nicaragua,NIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NIC,Latin America & Caribbean,Lower middle income,22.1009975062344
Netherlands,NLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NLD,Europe & Central Asia,High income,5.2526981410165
Norway,NOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NOR,Europe & Central Asia,High income,7.42844128364876
Nepal,NPL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NPL,South Asia,Lower middle income,30.2650429799427
Nauru,NRU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NRU,East Asia & Pacific,High income,
New Zealand,NZL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,NZL,East Asia & Pacific,High income,6.92295385459283
Oman,OMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,OMN,Middle East & North Africa,High income,20.1397451705713
Pakistan,PAK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PAK,South Asia,Lower middle income,19.5921012742915
Panama,PAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PAN,Latin America & Caribbean,High income,14.1109045848823
Peru,PER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PER,Latin America & Caribbean,Upper middle income,8.48618489191808
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PHL,East Asia & Pacific,Lower middle income,12.7627451309322
Palau,PLW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PLW,East Asia & Pacific,Upper middle income,
Papua New Guinea,PNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PNG,East Asia & Pacific,Lower middle income,
Poland,POL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,POL,Europe & Central Asia,High income,9.08031569466053
Puerto Rico,PRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PRI,Latin America & Caribbean,High income,
"Korea, Dem. People's Rep.",PRK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PRK,East Asia & Pacific,Low income,15.8063466988803
Portugal,PRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PRT,Europe & Central Asia,High income,6.78096212896622
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PRY,Latin America & Caribbean,Upper middle income,5.06095858538855
West Bank and Gaza,PSE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PSE,Middle East & North Africa,Lower middle income,
French Polynesia,PYF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,PYF,East Asia & Pacific,High income,
Qatar,QAT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,QAT,Middle East & North Africa,High income,7.13184667557291
Romania,ROU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,ROU,Europe & Central Asia,High income,10.9464433382517
Russian Federation,RUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,RUS,Europe & Central Asia,Upper middle income,10.3468623908253
Rwanda,RWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,RWA,Sub-Saharan Africa,Low income,
Saudi Arabia,SAU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SAU,Middle East & North Africa,High income,8.23470753404886
Sudan,SDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SDN,Sub-Saharan Africa,Low income,23.4415455088628
Senegal,SEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SEN,Sub-Saharan Africa,Lower middle income,19.0135542168675
Singapore,SGP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SGP,East Asia & Pacific,High income,2.87360513456349
Solomon Islands,SLB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SLB,East Asia & Pacific,Lower middle income,
Sierra Leone,SLE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SLE,Sub-Saharan Africa,Low income,
El Salvador,SLV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SLV,Latin America & Caribbean,Lower middle income,7.8471863706763
San Marino,SMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SMR,Europe & Central Asia,High income,
Somalia,SOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SOM,Sub-Saharan Africa,Low income,
Serbia,SRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SRB,Europe & Central Asia,Upper middle income,15.7674418604651
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SSD,Sub-Saharan Africa,Low income,
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,STP,Sub-Saharan Africa,Lower middle income,
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SUR,Latin America & Caribbean,Upper middle income,9.0032154340836
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SVK,Europe & Central Asia,High income,5.17711171662125
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SVN,Europe & Central Asia,High income,5.76347802964834
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SWE,Europe & Central Asia,High income,7.16354326952151
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SWZ,Sub-Saharan Africa,Lower middle income,
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SXM,Latin America & Caribbean,High income,
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SYC,Sub-Saharan Africa,High income,
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,SYR,Middle East & North Africa,Low income,21.8104652968273
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TCA,Latin America & Caribbean,High income,
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TCD,Sub-Saharan Africa,Low income,
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TGO,Sub-Saharan Africa,Low income,53.0612244897959
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,THA,East Asia & Pacific,Upper middle income,6.46403213882186
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TJK,Europe & Central Asia,Lower middle income,16.8857894135132
Turkmenistan,TKM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TKM,Europe & Central Asia,Upper middle income,13.1115591397849
Timor-Leste,TLS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TLS,East Asia & Pacific,Lower middle income,
Tonga,TON,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TON,East Asia & Pacific,Upper middle income,
Trinidad and Tobago,TTO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007.0,TTO,Latin America & Caribbean,High income,3.30901511203752
