Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSRU
Slovenia,SVN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,SWZ,Sub-Saharan Africa,Lower middle income,35.4393463134766
Sint Maarten (Dutch part),SXM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,SXM,Latin America & Caribbean,High income,
Seychelles,SYC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,SYC,Sub-Saharan Africa,High income,93.4141082763672
Syrian Arab Republic,SYR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,SYR,Middle East & North Africa,Low income,80.7270812988281
Turks and Caicos Islands,TCA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TCA,Latin America & Caribbean,High income,73.109748840332
Chad,TCD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TCD,Sub-Saharan Africa,Low income,2.03769040107727
Togo,TGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TGO,Sub-Saharan Africa,Low income,12.8719491958618
Thailand,THA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,THA,East Asia & Pacific,Upper middle income,91.5368423461914
Tajikistan,TJK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TJK,Europe & Central Asia,Lower middle income,98.3519821166992
Turkmenistan,TKM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TKM,Europe & Central Asia,Upper middle income,99.4822311401367
Timor-Leste,TLS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TLS,East Asia & Pacific,Lower middle income,28.3437156677246
Tonga,TON,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TON,East Asia & Pacific,Upper middle income,89.3277816772461
Trinidad and Tobago,TTO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TTO,Latin America & Caribbean,High income,100
Tunisia,TUN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TUN,Middle East & North Africa,Lower middle income,98.7490997314453
Turkiye,TUR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TUR,Europe & Central Asia,Upper middle income,100
Tuvalu,TUV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TUV,East Asia & Pacific,Upper middle income,94.6501693725586
Tanzania,TZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,TZA,Sub-Saharan Africa,Lower middle income,1.04176783561707
Uganda,UGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,UGA,Sub-Saharan Africa,Low income,8.23729228973389
Ukraine,UKR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,URY,Latin America & Caribbean,High income,88.0019226074219
United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,USA,North America,High income,100
Uzbekistan,UZB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,UZB,Europe & Central Asia,Lower middle income,99.6175765991211
St. Vincent and the Grenadines,VCT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,VCT,Latin America & Caribbean,Upper middle income,89.0084762573242
British Virgin Islands,VGB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,VGB,Latin America & Caribbean,High income,97.9403305053711
Virgin Islands (U.S.),VIR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,VNM,East Asia & Pacific,Lower middle income,91.7364349365234
Vanuatu,VUT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,VUT,East Asia & Pacific,Lower middle income,21.6855564117432
Samoa,WSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,WSM,East Asia & Pacific,Lower middle income,98.0741729736328
Kosovo,XKX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,YEM,Middle East & North Africa,Low income,43.3698539733887
South Africa,ZAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,ZAF,Sub-Saharan Africa,Upper middle income,74.2784805297852
Zambia,ZMB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,ZMB,Sub-Saharan Africa,Low income,7.31894588470459
Zimbabwe,ZWE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2008.0,ZWE,Sub-Saharan Africa,Lower middle income,13.7136011123657
Aruba,ABW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,AFG,South Asia,Low income,34.7457847595215
Angola,AGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,AGO,Sub-Saharan Africa,Lower middle income,
Albania,ALB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ARG,Latin America & Caribbean,Upper middle income,92.0323944091797
Armenia,ARM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ARM,Europe & Central Asia,Upper middle income,98.7925338745117
American Samoa,ASM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ATG,Latin America & Caribbean,High income,97.9448165893555
Australia,AUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,AZE,Europe & Central Asia,Upper middle income,99.8012390136719
Burundi,BDI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BDI,Sub-Saharan Africa,Low income,
Belgium,BEL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BEN,Sub-Saharan Africa,Lower middle income,10.8760318756104
Burkina Faso,BFA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BFA,Sub-Saharan Africa,Low income,2.55069875717163
Bangladesh,BGD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BGD,South Asia,Lower middle income,45.3957824707031
Bulgaria,BGR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BLZ,Latin America & Caribbean,Upper middle income,78.7431488037109
Bermuda,BMU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BMU,North America,High income,100
Bolivia,BOL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BOL,Latin America & Caribbean,Lower middle income,63.2775802612305
Brazil,BRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BRA,Latin America & Caribbean,Upper middle income,93.6174011230469
Barbados,BRB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BTN,South Asia,Lower middle income,57.6307716369629
Botswana,BWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,BWA,Sub-Saharan Africa,Upper middle income,16.2165851593018
Central African Republic,CAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CAF,Sub-Saharan Africa,Low income,1.48408937454224
Canada,CAN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CAN,North America,High income,100
Switzerland,CHE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CHL,Latin America & Caribbean,High income,97.7480010986328
China,CHN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CHN,East Asia & Pacific,Upper middle income,98.5269470214844
Cote d'Ivoire,CIV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CIV,Sub-Saharan Africa,Lower middle income,30.8920288085938
Cameroon,CMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CMR,Sub-Saharan Africa,Lower middle income,17.5164337158203
"Congo, Dem. Rep.",COD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,COD,Sub-Saharan Africa,Low income,
"Congo, Rep.",COG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,COG,Sub-Saharan Africa,Lower middle income,9.24516677856445
Colombia,COL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,COL,Latin America & Caribbean,Upper middle income,83.7688369750977
Comoros,COM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,COM,Sub-Saharan Africa,Lower middle income,52.7289924621582
Cabo Verde,CPV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CPV,Sub-Saharan Africa,Lower middle income,53.0355072021484
Costa Rica,CRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CRI,Latin America & Caribbean,Upper middle income,98.1623077392578
Cuba,CUB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CUB,Latin America & Caribbean,Upper middle income,89.587532043457
Curacao,CUW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CUW,Latin America & Caribbean,High income,100
Cayman Islands,CYM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,DJI,Middle East & North Africa,Lower middle income,32.8824310302734
Dominica,DMA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,DOM,Latin America & Caribbean,Upper middle income,92.9040069580078
Algeria,DZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,DZA,Middle East & North Africa,Lower middle income,97.5265960693359
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ECU,Latin America & Caribbean,Upper middle income,92.2825546264648
"Egypt, Arab Rep.",EGY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,EGY,Middle East & North Africa,Lower middle income,98.3496551513672
Eritrea,ERI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ERI,Sub-Saharan Africa,Low income,18.6026287078857
Spain,ESP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ETH,Sub-Saharan Africa,Low income,11.2433786392212
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,FJI,East Asia & Pacific,Upper middle income,78.1264953613281
France,FRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,FSM,East Asia & Pacific,Lower middle income,56.7053375244141
Gabon,GAB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GAB,Sub-Saharan Africa,Upper middle income,17.440393447876
United Kingdom,GBR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GEO,Europe & Central Asia,Upper middle income,100
Ghana,GHA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GHA,Sub-Saharan Africa,Lower middle income,37.9409980773926
Gibraltar,GIB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GIN,Sub-Saharan Africa,Low income,4.80617570877075
"Gambia, The",GMB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GMB,Sub-Saharan Africa,Low income,18.5673027038574
Guinea-Bissau,GNB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GNB,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GNQ,Sub-Saharan Africa,Upper middle income,16.4296607971191
Greece,GRC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GTM,Latin America & Caribbean,Upper middle income,72.1078872680664
Guam,GUM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,GUY,Latin America & Caribbean,Upper middle income,72.7134704589844
"Hong Kong SAR, China",HKG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,HND,Latin America & Caribbean,Lower middle income,57.6311836242676
Croatia,HRV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,HTI,Latin America & Caribbean,Lower middle income,6.92934513092041
Hungary,HUN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,IDN,East Asia & Pacific,Lower middle income,88.3821716308594
Isle of Man,IMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,IMN,Europe & Central Asia,High income,100
India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,IND,South Asia,Lower middle income,65.7022323608398
Ireland,IRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,IRN,Middle East & North Africa,Lower middle income,99.0318832397461
Iraq,IRQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,IRQ,Middle East & North Africa,Upper middle income,94.8587188720703
Iceland,ISL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,JAM,Latin America & Caribbean,Upper middle income,85.7536773681641
Jordan,JOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,JOR,Middle East & North Africa,Upper middle income,98.2730331420898
Japan,JPN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KAZ,Europe & Central Asia,Upper middle income,100
Kenya,KEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KEN,Sub-Saharan Africa,Lower middle income,10.1435251235962
Kyrgyz Republic,KGZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KGZ,Europe & Central Asia,Lower middle income,99.5109024047852
Cambodia,KHM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KHM,East Asia & Pacific,Lower middle income,33.6357231140137
Kiribati,KIR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KIR,East Asia & Pacific,Lower middle income,42.9685096740723
St. Kitts and Nevis,KNA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KNA,Latin America & Caribbean,High income,96.6552429199219
"Korea, Rep.",KOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LAO,East Asia & Pacific,Lower middle income,54.9756507873535
Lebanon,LBN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LBN,Middle East & North Africa,Lower middle income,95.3690719604492
Liberia,LBR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LBY,Middle East & North Africa,Upper middle income,24.8583889007568
St. Lucia,LCA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LCA,Latin America & Caribbean,Upper middle income,93.4568939208984
Liechtenstein,LIE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LKA,South Asia,Lower middle income,85.1890029907227
Lesotho,LSO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LSO,Sub-Saharan Africa,Lower middle income,8.59290790557861
Lithuania,LTU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MAC,East Asia & Pacific,High income,100
St. Martin (French part),MAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MAR,Middle East & North Africa,Lower middle income,70.7093124389648
Monaco,MCO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MDA,Europe & Central Asia,Upper middle income,100
Madagascar,MDG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MDV,South Asia,Upper middle income,99.9000015258789
Mexico,MEX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MEX,Latin America & Caribbean,Upper middle income,93.8457489013672
Marshall Islands,MHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MHL,East Asia & Pacific,Upper middle income,53.9628067016602
North Macedonia,MKD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MKD,Europe & Central Asia,Upper middle income,100
Mali,MLI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MLI,Sub-Saharan Africa,Low income,5.65370559692383
Malta,MLT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MMR,East Asia & Pacific,Lower middle income,37.5373153686523
Montenegro,MNE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MNE,Europe & Central Asia,Upper middle income,100
Mongolia,MNG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MNG,East Asia & Pacific,Lower middle income,47.1490325927734
Northern Mariana Islands,MNP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MNP,East Asia & Pacific,High income,100
Mozambique,MOZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MOZ,Sub-Saharan Africa,Low income,2.1808488368988
Mauritania,MRT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MRT,Sub-Saharan Africa,Lower middle income,3.13392996788025
Mauritius,MUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MUS,Sub-Saharan Africa,Upper middle income,98.4863815307617
Malawi,MWI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MWI,Sub-Saharan Africa,Low income,3.11129522323608
Malaysia,MYS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,MYS,East Asia & Pacific,Upper middle income,97.8949890136719
Namibia,NAM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,NAM,Sub-Saharan Africa,Upper middle income,20.6549034118652
New Caledonia,NCL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,NCL,East Asia & Pacific,High income,100
Niger,NER,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,NER,Sub-Saharan Africa,Low income,4.9457836151123
Nigeria,NGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,NGA,Sub-Saharan Africa,Lower middle income,24.6278667449951
Nicaragua,NIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,NIC,Latin America & Caribbean,Lower middle income,51.6772117614746
Netherlands,NLD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2009.0,NLD,Europe & Central Asia,High income,100
