Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECOIL
Afghanistan,AFG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,AFG,South Asia,Low income,
Angola,AGO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,AGO,Sub-Saharan Africa,Lower middle income,22.3811004041032
Albania,ALB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ALB,Europe & Central Asia,Upper middle income,2.51748251748252
Andorra,AND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,AND,Europe & Central Asia,High income,
United Arab Emirates,ARE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ARE,Middle East & North Africa,High income,1.86319081281371
Argentina,ARG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ARG,Latin America & Caribbean,Upper middle income,10.2127263417586
Armenia,ARM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ARM,Europe & Central Asia,Upper middle income,0
American Samoa,ASM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ATG,Latin America & Caribbean,High income,
Australia,AUS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,AUS,East Asia & Pacific,High income,1.19063787405496
Austria,AUT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,AUT,Europe & Central Asia,High income,2.04046013486712
Azerbaijan,AZE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,AZE,Europe & Central Asia,Upper middle income,18.2725316977159
Burundi,BDI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BDI,Sub-Saharan Africa,Low income,
Belgium,BEL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BEL,Europe & Central Asia,High income,0.928845626542364
Benin,BEN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BEN,Sub-Saharan Africa,Lower middle income,98.6363636363636
Burkina Faso,BFA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BFA,Sub-Saharan Africa,Low income,
Bangladesh,BGD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BGD,South Asia,Lower middle income,5.2991452991453
Bulgaria,BGR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BGR,Europe & Central Asia,Upper middle income,1.3228683885693
Bahrain,BHR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BHR,Middle East & North Africa,High income,1.16444976296774
"Bahamas, The",BHS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BHS,Latin America & Caribbean,High income,
Bosnia and Herzegovina,BIH,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BIH,Europe & Central Asia,Upper middle income,1.32382892057026
Belarus,BLR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BLR,Europe & Central Asia,Upper middle income,0.779163655785604
Belize,BLZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BLZ,Latin America & Caribbean,Upper middle income,
Bermuda,BMU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BMU,North America,High income,
Bolivia,BOL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BOL,Latin America & Caribbean,Lower middle income,1.76142309033833
Brazil,BRA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BRA,Latin America & Caribbean,Upper middle income,2.99519035284973
Barbados,BRB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BRB,Latin America & Caribbean,High income,
Brunei Darussalam,BRN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BRN,East Asia & Pacific,High income,0.972017673048601
Bhutan,BTN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BTN,South Asia,Lower middle income,
Botswana,BWA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,BWA,Sub-Saharan Africa,Upper middle income,0.72463768115942
Central African Republic,CAF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CAF,Sub-Saharan Africa,Low income,
Canada,CAN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CAN,North America,High income,1.98676128798255
Switzerland,CHE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CHE,Europe & Central Asia,High income,0.263399509324343
Channel Islands,CHI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CHI,Europe & Central Asia,High income,
Chile,CHL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CHL,Latin America & Caribbean,High income,25.269616640175
China,CHN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CHN,East Asia & Pacific,Upper middle income,0.856057212679666
Cote d'Ivoire,CIV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CIV,Sub-Saharan Africa,Lower middle income,0.319659030367608
Cameroon,CMR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CMR,Sub-Saharan Africa,Lower middle income,15.983215716193
"Congo, Dem. Rep.",COD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,COD,Sub-Saharan Africa,Low income,0.088809946714032
"Congo, Rep.",COG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,COG,Sub-Saharan Africa,Lower middle income,0
Colombia,COL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,COL,Latin America & Caribbean,Upper middle income,0.273431841228451
Comoros,COM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,COM,Sub-Saharan Africa,Lower middle income,
Cabo Verde,CPV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CPV,Sub-Saharan Africa,Lower middle income,
Costa Rica,CRI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CRI,Latin America & Caribbean,Upper middle income,7.97790055248619
Cuba,CUB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CUB,Latin America & Caribbean,Upper middle income,40.9328188833409
Curacao,CUW,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CUW,Latin America & Caribbean,High income,
Cayman Islands,CYM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CYM,Latin America & Caribbean,High income,
Cyprus,CYP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CYP,Europe & Central Asia,High income,99.9384110039006
Czech Republic,CZE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,CZE,Europe & Central Asia,High income,0.131033225468301
Germany,DEU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,DEU,Europe & Central Asia,High income,1.57923060049269
Djibouti,DJI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,DJI,Middle East & North Africa,Lower middle income,
Dominica,DMA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,DNK,Europe & Central Asia,High income,3.27601994099094
Dominican Republic,DOM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,DOM,Latin America & Caribbean,Upper middle income,60.3249650396218
Algeria,DZA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,DZA,Middle East & North Africa,Lower middle income,2.13463813313259
Ecuador,ECU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ECU,Latin America & Caribbean,Upper middle income,31.1873931101881
"Egypt, Arab Rep.",EGY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,EGY,Middle East & North Africa,Lower middle income,12.4599413405366
Eritrea,ERI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ERI,Sub-Saharan Africa,Low income,99.3055555555556
Spain,ESP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ESP,Europe & Central Asia,High income,6.1317457319962
Estonia,EST,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,EST,Europe & Central Asia,High income,0.278917145200984
Ethiopia,ETH,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ETH,Sub-Saharan Africa,Low income,4.56723992106005
Finland,FIN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,FIN,Europe & Central Asia,High income,0.577266293310358
Fiji,FJI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,FJI,East Asia & Pacific,Upper middle income,
France,FRA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,FRA,Europe & Central Asia,High income,1.09319180789056
Faroe Islands,FRO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,FRO,Europe & Central Asia,High income,
"Micronesia, Fed. Sts.",FSM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,FSM,East Asia & Pacific,Lower middle income,
Gabon,GAB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GAB,Sub-Saharan Africa,Upper middle income,33.8523644752018
United Kingdom,GBR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GBR,Europe & Central Asia,High income,1.28482763359128
Georgia,GEO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GEO,Europe & Central Asia,Upper middle income,0.28804608737398
Ghana,GHA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GHA,Sub-Saharan Africa,Lower middle income,0
Gibraltar,GIB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GIN,Sub-Saharan Africa,Low income,
"Gambia, The",GMB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GMB,Sub-Saharan Africa,Low income,
Guinea-Bissau,GNB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GNB,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GNQ,Sub-Saharan Africa,Upper middle income,
Greece,GRC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GRC,Europe & Central Asia,High income,15.3752930107956
Grenada,GRD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GRL,Europe & Central Asia,High income,
Guatemala,GTM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GTM,Latin America & Caribbean,Upper middle income,39.4814984010964
Guam,GUM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GUM,East Asia & Pacific,High income,
Guyana,GUY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,GUY,Latin America & Caribbean,Upper middle income,
"Hong Kong SAR, China",HKG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,HKG,East Asia & Pacific,High income,0.28753337440953
Honduras,HND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,HND,Latin America & Caribbean,Lower middle income,62.3993685872139
Croatia,HRV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,HRV,Europe & Central Asia,High income,18.4535671582304
Haiti,HTI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,HTI,Latin America & Caribbean,Lower middle income,67.0940170940171
Hungary,HUN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,HUN,Europe & Central Asia,High income,1.33883883883884
Indonesia,IDN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,IDN,East Asia & Pacific,Lower middle income,26.4641121061407
Isle of Man,IMN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,IMN,Europe & Central Asia,High income,
India,IND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,IND,South Asia,Lower middle income,2.99770630783559
Ireland,IRL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,IRL,Europe & Central Asia,High income,6.89122706216109
"Iran, Islamic Rep.",IRN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,IRN,Middle East & North Africa,Lower middle income,19.8768542939221
Iraq,IRQ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,IRQ,Middle East & North Africa,Upper middle income,16.8787796732557
Iceland,ISL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ISL,Europe & Central Asia,High income,0.0166986724555398
Israel,ISR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ISR,Middle East & North Africa,High income,10.7766954193932
Italy,ITA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ITA,Europe & Central Asia,High income,11.4810104405266
Jamaica,JAM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,JAM,Latin America & Caribbean,Upper middle income,95.0300200133422
Jordan,JOR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,JOR,Middle East & North Africa,Upper middle income,17.0217675563418
Japan,JPN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,JPN,East Asia & Pacific,High income,11.6124137871241
Kazakhstan,KAZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KAZ,Europe & Central Asia,Upper middle income,3.39434449985639
Kenya,KEN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KEN,Sub-Saharan Africa,Lower middle income,28.3994443586973
Kyrgyz Republic,KGZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KGZ,Europe & Central Asia,Lower middle income,0.768712070128119
Cambodia,KHM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KHM,East Asia & Pacific,Lower middle income,95.4423592493298
Kiribati,KIR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KOR,East Asia & Pacific,High income,5.91258614010167
Kuwait,KWT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,KWT,Middle East & North Africa,High income,68.1045269009087
Lao PDR,LAO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LBN,Middle East & North Africa,Lower middle income,95.1391773992522
Liberia,LBR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LBY,Middle East & North Africa,Upper middle income,55.9998475261112
St. Lucia,LCA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LKA,South Asia,Lower middle income,59.9333400666599
Lesotho,LSO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LTU,Europe & Central Asia,High income,2.10096510764662
Luxembourg,LUX,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LUX,Europe & Central Asia,High income,0.0312402374258044
Latvia,LVA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,LVA,Europe & Central Asia,High income,0.356319429888912
"Macao SAR, China",MAC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MAR,Middle East & North Africa,Lower middle income,17.2035985324421
Monaco,MCO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MDA,Europe & Central Asia,Upper middle income,0.0846596681341009
Madagascar,MDG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MEX,Latin America & Caribbean,Upper middle income,20.2512892427395
Marshall Islands,MHL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MKD,Europe & Central Asia,Upper middle income,7.37149892274546
Mali,MLI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MMR,East Asia & Pacific,Lower middle income,0.531333020784498
Montenegro,MNE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MNE,Europe & Central Asia,Upper middle income,0
Mongolia,MNG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MNG,East Asia & Pacific,Lower middle income,4.05295865982167
Northern Mariana Islands,MNP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MOZ,Sub-Saharan Africa,Low income,0.0186613585469022
Mauritania,MRT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MRT,Sub-Saharan Africa,Lower middle income,
Mauritius,MUS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MUS,Sub-Saharan Africa,Upper middle income,37.2819472616633
Malawi,MWI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MWI,Sub-Saharan Africa,Low income,
Malaysia,MYS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,MYS,East Asia & Pacific,Upper middle income,2.29705894417326
Namibia,NAM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NAM,Sub-Saharan Africa,Upper middle income,0.190355329949239
New Caledonia,NCL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NCL,East Asia & Pacific,High income,
Niger,NER,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NER,Sub-Saharan Africa,Low income,31.25
Nigeria,NGA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NGA,Sub-Saharan Africa,Lower middle income,0
Nicaragua,NIC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NIC,Latin America & Caribbean,Lower middle income,71.0099750623441
Netherlands,NLD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NLD,Europe & Central Asia,High income,2.11001759140398
Norway,NOR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NOR,Europe & Central Asia,High income,0.0257141177853532
Nepal,NPL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NPL,South Asia,Lower middle income,0.322349570200573
Nauru,NRU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NRU,East Asia & Pacific,High income,
New Zealand,NZL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,NZL,East Asia & Pacific,High income,0.00228555756176719
Oman,OMN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,OMN,Middle East & North Africa,High income,2.1167283189478
Pakistan,PAK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PAK,South Asia,Lower middle income,32.215845537889
Panama,PAN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PAN,Latin America & Caribbean,High income,42.3017348203222
Peru,PER,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PER,Latin America & Caribbean,Upper middle income,2.99021081821523
Philippines,PHL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PHL,East Asia & Pacific,Lower middle income,8.6359900018453
Palau,PLW,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PLW,East Asia & Pacific,Upper middle income,
Papua New Guinea,PNG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PNG,East Asia & Pacific,Lower middle income,
Poland,POL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,POL,Europe & Central Asia,High income,1.75987805569378
Puerto Rico,PRI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PRI,Latin America & Caribbean,High income,
"Korea, Dem. People's Rep.",PRK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PRK,East Asia & Pacific,Low income,3.54039864331181
Portugal,PRT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PRT,Europe & Central Asia,High income,10.384680996247
Paraguay,PRY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PRY,Latin America & Caribbean,Upper middle income,0
West Bank and Gaza,PSE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PSE,Middle East & North Africa,Lower middle income,
French Polynesia,PYF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,PYF,East Asia & Pacific,High income,
Qatar,QAT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,QAT,Middle East & North Africa,High income,0
Romania,ROU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,ROU,Europe & Central Asia,High income,1.77711478280609
Russian Federation,RUS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,RUS,Europe & Central Asia,Upper middle income,1.69923199055851
Rwanda,RWA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,RWA,Sub-Saharan Africa,Low income,
Saudi Arabia,SAU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SAU,Middle East & North Africa,High income,35.4318104285302
Sudan,SDN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SDN,Sub-Saharan Africa,Low income,71.1013742282414
Senegal,SEN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SEN,Sub-Saharan Africa,Lower middle income,88.328313253012
Singapore,SGP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SGP,East Asia & Pacific,High income,18.4304572970608
Solomon Islands,SLB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SLB,East Asia & Pacific,Lower middle income,
Sierra Leone,SLE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SLE,Sub-Saharan Africa,Low income,
El Salvador,SLV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SLV,Latin America & Caribbean,Lower middle income,43.7962484942351
San Marino,SMR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SMR,Europe & Central Asia,High income,
Somalia,SOM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SOM,Sub-Saharan Africa,Low income,
Serbia,SRB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SRB,Europe & Central Asia,Upper middle income,1.3844049247606
South Sudan,SSD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SSD,Sub-Saharan Africa,Low income,
Sao Tome and Principe,STP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,STP,Sub-Saharan Africa,Lower middle income,
Suriname,SUR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SUR,Latin America & Caribbean,Upper middle income,25.8520900321543
Slovak Republic,SVK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SVK,Europe & Central Asia,High income,2.54553276925283
Slovenia,SVN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SVN,Europe & Central Asia,High income,0.192780695340025
Sweden,SWE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SWE,Europe & Central Asia,High income,0.723678463678329
Eswatini,SWZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SWZ,Sub-Saharan Africa,Lower middle income,
Sint Maarten (Dutch part),SXM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SXM,Latin America & Caribbean,High income,
Seychelles,SYC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SYC,Sub-Saharan Africa,High income,
Syrian Arab Republic,SYR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,SYR,Middle East & North Africa,Low income,59.7639873712541
Turks and Caicos Islands,TCA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TCA,Latin America & Caribbean,High income,
Chad,TCD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TCD,Sub-Saharan Africa,Low income,
Togo,TGO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TGO,Sub-Saharan Africa,Low income,47.9591836734694
Thailand,THA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,THA,East Asia & Pacific,Upper middle income,2.68730209655596
Tajikistan,TJK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TJK,Europe & Central Asia,Lower middle income,0
Turkmenistan,TKM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TKM,Europe & Central Asia,Upper middle income,0
Timor-Leste,TLS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TLS,East Asia & Pacific,Lower middle income,
Tonga,TON,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TON,East Asia & Pacific,Upper middle income,
Trinidad and Tobago,TTO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TTO,Latin America & Caribbean,High income,0.234497133923919
Tunisia,TUN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TUN,Middle East & North Africa,Lower middle income,10.6339617148264
Turkiye,TUR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TUR,Europe & Central Asia,Upper middle income,3.40680107330417
Tuvalu,TUV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TUV,East Asia & Pacific,Upper middle income,
Tanzania,TZA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2007.0,TZA,Sub-Saharan Africa,Lower middle income,11.5678776290631
